session_pk,session_id,learner_id,username,session_game_type,session_status,start_time,end_time,total_score,time_limit,gamequestion_id,item_id,question_text,correct_answer,estimated_difficulty,question_game_type,response_id,response_user_id,response_username,user_answer,correct,time_taken,answered_at,difficulty_level
233,01a223e9-b685-4aa2-915f-608a904739bb,8,JohnDoe,crossword,completed,2025-10-26 05:29:40.451976+00:00,2025-10-26 05:31:19.938130+00:00,3,300,1187,17,Name the operator used for exponentiation in Python.,exponentiation,advanced,non_coding,961.0,8.0,JohnDoe,EXPONENTIATITS,0,0.0,2025-10-26 05:31:19.905362+00:00,3
233,01a223e9-b685-4aa2-915f-608a904739bb,8,JohnDoe,crossword,completed,2025-10-26 05:29:40.451976+00:00,2025-10-26 05:31:19.938130+00:00,3,300,1188,25,Identify the concept for combining numbers with symbols like plus and minus.,expressions,master,non_coding,962.0,8.0,JohnDoe,E,0,0.0,2025-10-26 05:31:19.920149+00:00,4
233,01a223e9-b685-4aa2-915f-608a904739bb,8,JohnDoe,crossword,completed,2025-10-26 05:29:40.451976+00:00,2025-10-26 05:31:19.938130+00:00,3,300,1184,52,Identify the operator that adds to a variable's current value.,addition,beginner,non_coding,963.0,8.0,JohnDoe,AUGMENTS,0,0.0,2025-10-26 05:31:19.922977+00:00,1
233,01a223e9-b685-4aa2-915f-608a904739bb,8,JohnDoe,crossword,completed,2025-10-26 05:29:40.451976+00:00,2025-10-26 05:31:19.938130+00:00,3,300,1183,62,Name the concept of embedding unexplained literal values in code.,hardcoding,intermediate,non_coding,964.0,8.0,JohnDoe,O,0,0.0,2025-10-26 05:31:19.925497+00:00,2
233,01a223e9-b685-4aa2-915f-608a904739bb,8,JohnDoe,crossword,completed,2025-10-26 05:29:40.451976+00:00,2025-10-26 05:31:19.938130+00:00,3,300,1182,133,Select the term for accessing a sequence element with a negative index,Indexing,intermediate,non_coding,965.0,8.0,JohnDoe,E I,0,0.0,2025-10-26 05:31:19.928202+00:00,2
233,01a223e9-b685-4aa2-915f-608a904739bb,8,JohnDoe,crossword,completed,2025-10-26 05:29:40.451976+00:00,2025-10-26 05:31:19.938130+00:00,3,300,1186,183,Spot the error type for incorrect argument types,TypeError,intermediate,non_coding,966.0,8.0,JohnDoe,TYPEERROR,1,0.0,2025-10-26 05:31:19.930975+00:00,2
233,01a223e9-b685-4aa2-915f-608a904739bb,8,JohnDoe,crossword,completed,2025-10-26 05:29:40.451976+00:00,2025-10-26 05:31:19.938130+00:00,3,300,1185,190,Identify the error that crashes a running program,RuntimeError,master,non_coding,967.0,8.0,JohnDoe,RUNTIMEERROR,1,0.0,2025-10-26 05:31:19.933449+00:00,4
233,01a223e9-b685-4aa2-915f-608a904739bb,8,JohnDoe,crossword,completed,2025-10-26 05:29:40.451976+00:00,2025-10-26 05:31:19.938130+00:00,3,300,1189,228,Select the keyword describing the fundamental characteristic of a tuple.,immutability,master,non_coding,968.0,8.0,JohnDoe,IMMUTABILITY,1,0.0,2025-10-26 05:31:19.935918+00:00,4
234,85bc0cbe-03ed-47a0-957e-cd159e0b14c0,8,JohnDoe,crossword,completed,2025-10-26 05:31:59.141571+00:00,2025-10-26 05:34:09.051070+00:00,5,300,1197,19,Spot the operator that performs multiplication on numbers.,multiplication,advanced,non_coding,969.0,8.0,JohnDoe,MULTIPLICATION,1,0.0,2025-10-26 05:34:08.992792+00:00,3
234,85bc0cbe-03ed-47a0-957e-cd159e0b14c0,8,JohnDoe,crossword,completed,2025-10-26 05:31:59.141571+00:00,2025-10-26 05:34:09.051070+00:00,5,300,1198,21,Identify the operator that returns the remainder of a division.,modulo,master,non_coding,970.0,8.0,JohnDoe,MODULO,1,0.0,2025-10-26 05:34:09.008784+00:00,4
234,85bc0cbe-03ed-47a0-957e-cd159e0b14c0,8,JohnDoe,crossword,completed,2025-10-26 05:31:59.141571+00:00,2025-10-26 05:34:09.051070+00:00,5,300,1191,30,Identify the concept for writing math in code.,expressions,intermediate,non_coding,971.0,8.0,JohnDoe,E P E  I,0,0.0,2025-10-26 05:34:09.014492+00:00,2
234,85bc0cbe-03ed-47a0-957e-cd159e0b14c0,8,JohnDoe,crossword,completed,2025-10-26 05:31:59.141571+00:00,2025-10-26 05:34:09.051070+00:00,5,300,1190,128,Spot the feature allowing access to the last item with index minus one,Indexing,beginner,non_coding,972.0,8.0,JohnDoe,INDEXING,1,0.0,2025-10-26 05:34:09.018870+00:00,1
234,85bc0cbe-03ed-47a0-957e-cd159e0b14c0,8,JohnDoe,crossword,completed,2025-10-26 05:31:59.141571+00:00,2025-10-26 05:34:09.051070+00:00,5,300,1193,145,Identify the data type with only two possible values.,boolean,intermediate,non_coding,973.0,8.0,JohnDoe,O   N,0,0.0,2025-10-26 05:34:09.024561+00:00,2
234,85bc0cbe-03ed-47a0-957e-cd159e0b14c0,8,JohnDoe,crossword,completed,2025-10-26 05:31:59.141571+00:00,2025-10-26 05:34:09.051070+00:00,5,300,1196,179,Select the term for an error found before code execution,SyntaxError,advanced,non_coding,974.0,8.0,JohnDoe,T  ERROR,0,0.0,2025-10-26 05:34:09.030161+00:00,3
234,85bc0cbe-03ed-47a0-957e-cd159e0b14c0,8,JohnDoe,crossword,completed,2025-10-26 05:31:59.141571+00:00,2025-10-26 05:34:09.051070+00:00,5,300,1199,200,Identify the term for a statement that can be true or false.,boolean,advanced,non_coding,,,,,0,,,3
234,85bc0cbe-03ed-47a0-957e-cd159e0b14c0,8,JohnDoe,crossword,completed,2025-10-26 05:31:59.141571+00:00,2025-10-26 05:34:09.051070+00:00,5,300,1194,220,Name the Python data structure highlighted for its immutable sequence property.,tuple,advanced,non_coding,975.0,8.0,JohnDoe,TUPLE,1,0.0,2025-10-26 05:34:09.035416+00:00,3
234,85bc0cbe-03ed-47a0-957e-cd159e0b14c0,8,JohnDoe,crossword,completed,2025-10-26 05:31:59.141571+00:00,2025-10-26 05:34:09.051070+00:00,5,300,1195,229,Spot the concept that explains why a tuple's contents are fixed.,immutability,master,non_coding,976.0,8.0,JohnDoe,IMMUTABILITY,1,0.0,2025-10-26 05:34:09.039135+00:00,4
234,85bc0cbe-03ed-47a0-957e-cd159e0b14c0,8,JohnDoe,crossword,completed,2025-10-26 05:31:59.141571+00:00,2025-10-26 05:34:09.051070+00:00,5,300,1192,263,Select the keyword for strings that document code functionality.,docstrings,intermediate,non_coding,977.0,8.0,JohnDoe,I,0,0.0,2025-10-26 05:34:09.044867+00:00,2
235,78ed84f8-15d6-46f6-a28e-eddf6f2476c8,8,JohnDoe,crossword,completed,2025-10-26 05:53:56.949255+00:00,2025-10-26 05:56:05.492454+00:00,8,300,1202,29,Spot the term for the basic mathematical symbols.,operators,intermediate,non_coding,978.0,8.0,JohnDoe,E,0,0.0,2025-10-26 05:56:05.457526+00:00,2
235,78ed84f8-15d6-46f6-a28e-eddf6f2476c8,8,JohnDoe,crossword,completed,2025-10-26 05:53:56.949255+00:00,2025-10-26 05:56:05.492454+00:00,8,300,1201,30,Identify the concept for writing math in code.,expressions,intermediate,non_coding,979.0,8.0,JohnDoe,EXPRESSIONS,1,0.0,2025-10-26 05:56:05.472267+00:00,2
235,78ed84f8-15d6-46f6-a28e-eddf6f2476c8,8,JohnDoe,crossword,completed,2025-10-26 05:53:56.949255+00:00,2025-10-26 05:56:05.492454+00:00,8,300,1209,31,Name the operator used for integer division in Python,floor,beginner,non_coding,980.0,8.0,JohnDoe,FLOOR,1,0.0,2025-10-26 05:56:05.475144+00:00,1
235,78ed84f8-15d6-46f6-a28e-eddf6f2476c8,8,JohnDoe,crossword,completed,2025-10-26 05:53:56.949255+00:00,2025-10-26 05:56:05.492454+00:00,8,300,1203,71,Identify the term for lines of text that do not affect script execution.,comments,beginner,non_coding,981.0,8.0,JohnDoe,COMMENTS,1,0.0,2025-10-26 05:56:05.477744+00:00,1
235,78ed84f8-15d6-46f6-a28e-eddf6f2476c8,8,JohnDoe,crossword,completed,2025-10-26 05:53:56.949255+00:00,2025-10-26 05:56:05.492454+00:00,8,300,1200,148,Name the data type with only two possible values.,boolean,beginner,non_coding,982.0,8.0,JohnDoe,BOOLEAN,1,0.0,2025-10-26 05:56:05.480455+00:00,1
235,78ed84f8-15d6-46f6-a28e-eddf6f2476c8,8,JohnDoe,crossword,completed,2025-10-26 05:53:56.949255+00:00,2025-10-26 05:56:05.492454+00:00,8,300,1207,161,Identify the free and open source programming language discussed in the book.,Python,beginner,non_coding,983.0,8.0,JohnDoe,PYTHON,1,0.0,2025-10-26 05:56:05.482906+00:00,1
235,78ed84f8-15d6-46f6-a28e-eddf6f2476c8,8,JohnDoe,crossword,completed,2025-10-26 05:53:56.949255+00:00,2025-10-26 05:56:05.492454+00:00,8,300,1208,181,Identify the error when a variable is used before definition,NameError,intermediate,non_coding,984.0,8.0,JohnDoe,NAMEERROR,1,0.0,2025-10-26 05:56:05.485289+00:00,2
235,78ed84f8-15d6-46f6-a28e-eddf6f2476c8,8,JohnDoe,crossword,completed,2025-10-26 05:53:56.949255+00:00,2025-10-26 05:56:05.492454+00:00,8,300,1204,220,Name the Python data structure highlighted for its immutable sequence property.,tuple,advanced,non_coding,985.0,8.0,JohnDoe,TUPLE,1,0.0,2025-10-26 05:56:05.487696+00:00,3
235,78ed84f8-15d6-46f6-a28e-eddf6f2476c8,8,JohnDoe,crossword,completed,2025-10-26 05:53:56.949255+00:00,2025-10-26 05:56:05.492454+00:00,8,300,1206,222,Name the concept that describes data structures which cannot be altered after creation.,immutability,intermediate,non_coding,986.0,8.0,JohnDoe,IMMUTABILITY,1,0.0,2025-10-26 05:56:05.490171+00:00,2
235,78ed84f8-15d6-46f6-a28e-eddf6f2476c8,8,JohnDoe,crossword,completed,2025-10-26 05:53:56.949255+00:00,2025-10-26 05:56:05.492454+00:00,8,300,1205,228,Select the keyword describing the fundamental characteristic of a tuple.,immutability,master,non_coding,,,,,0,,,4
