session_pk,session_id,user_id,username,session_game_type,session_status,start_time,end_time,total_score,time_limit,gamequestion_id,generated_question_id,question_text,correct_answer,estimated_difficulty,question_game_type,response_id,response_user_id,response_username,user_answer,is_correct,time_taken,answered_at
233,01a223e9-b685-4aa2-915f-608a904739bb,8,JohnDoe,crossword,completed,2025-10-26T05:29:40.451976+00:00,2025-10-26T05:31:19.938130+00:00,3,300,1182,133,Select the term for accessing a sequence element with a negative index,Indexing,intermediate,non_coding,965,8,JohnDoe,E I,False,0,2025-10-26T05:31:19.928202+00:00
233,01a223e9-b685-4aa2-915f-608a904739bb,8,JohnDoe,crossword,completed,2025-10-26T05:29:40.451976+00:00,2025-10-26T05:31:19.938130+00:00,3,300,1186,183,Spot the error type for incorrect argument types,TypeError,intermediate,non_coding,966,8,JohnDoe,TYPEERROR,True,0,2025-10-26T05:31:19.930975+00:00
233,01a223e9-b685-4aa2-915f-608a904739bb,8,JohnDoe,crossword,completed,2025-10-26T05:29:40.451976+00:00,2025-10-26T05:31:19.938130+00:00,3,300,1185,190,Identify the error that crashes a running program,RuntimeError,master,non_coding,967,8,JohnDoe,RUNTIMEERROR,True,0,2025-10-26T05:31:19.933449+00:00
233,01a223e9-b685-4aa2-915f-608a904739bb,8,JohnDoe,crossword,completed,2025-10-26T05:29:40.451976+00:00,2025-10-26T05:31:19.938130+00:00,3,300,1189,228,Select the keyword describing the fundamental characteristic of a tuple.,immutability,master,non_coding,968,8,JohnDoe,IMMUTABILITY,True,0,2025-10-26T05:31:19.935918+00:00
234,85bc0cbe-03ed-47a0-957e-cd159e0b14c0,8,JohnDoe,crossword,completed,2025-10-26T05:31:59.141571+00:00,2025-10-26T05:34:09.051070+00:00,5,300,1197,19,Spot the operator that performs multiplication on numbers.,multiplication,advanced,non_coding,969,8,JohnDoe,MULTIPLICATION,True,0,2025-10-26T05:34:08.992792+00:00
234,85bc0cbe-03ed-47a0-957e-cd159e0b14c0,8,JohnDoe,crossword,completed,2025-10-26T05:31:59.141571+00:00,2025-10-26T05:34:09.051070+00:00,5,300,1198,21,Identify the operator that returns the remainder of a division.,modulo,master,non_coding,970,8,JohnDoe,MODULO,True,0,2025-10-26T05:34:09.008784+00:00
234,85bc0cbe-03ed-47a0-957e-cd159e0b14c0,8,JohnDoe,crossword,completed,2025-10-26T05:31:59.141571+00:00,2025-10-26T05:34:09.051070+00:00,5,300,1191,30,Identify the concept for writing math in code.,expressions,intermediate,non_coding,971,8,JohnDoe,E P E  I,False,0,2025-10-26T05:34:09.014492+00:00
234,85bc0cbe-03ed-47a0-957e-cd159e0b14c0,8,JohnDoe,crossword,completed,2025-10-26T05:31:59.141571+00:00,2025-10-26T05:34:09.051070+00:00,5,300,1190,128,Spot the feature allowing access to the last item with index minus one,Indexing,beginner,non_coding,972,8,JohnDoe,INDEXING,True,0,2025-10-26T05:34:09.018870+00:00
234,85bc0cbe-03ed-47a0-957e-cd159e0b14c0,8,JohnDoe,crossword,completed,2025-10-26T05:31:59.141571+00:00,2025-10-26T05:34:09.051070+00:00,5,300,1193,145,Identify the data type with only two possible values.,boolean,intermediate,non_coding,973,8,JohnDoe,O   N,False,0,2025-10-26T05:34:09.024561+00:00
234,85bc0cbe-03ed-47a0-957e-cd159e0b14c0,8,JohnDoe,crossword,completed,2025-10-26T05:31:59.141571+00:00,2025-10-26T05:34:09.051070+00:00,5,300,1196,179,Select the term for an error found before code execution,SyntaxError,advanced,non_coding,974,8,JohnDoe,T  ERROR,False,0,2025-10-26T05:34:09.030161+00:00
234,85bc0cbe-03ed-47a0-957e-cd159e0b14c0,8,JohnDoe,crossword,completed,2025-10-26T05:31:59.141571+00:00,2025-10-26T05:34:09.051070+00:00,5,300,1199,200,Identify the term for a statement that can be true or false.,boolean,advanced,non_coding,,,,,,,
234,85bc0cbe-03ed-47a0-957e-cd159e0b14c0,8,JohnDoe,crossword,completed,2025-10-26T05:31:59.141571+00:00,2025-10-26T05:34:09.051070+00:00,5,300,1194,220,Name the Python data structure highlighted for its immutable sequence property.,tuple,advanced,non_coding,975,8,JohnDoe,TUPLE,True,0,2025-10-26T05:34:09.035416+00:00
234,85bc0cbe-03ed-47a0-957e-cd159e0b14c0,8,JohnDoe,crossword,completed,2025-10-26T05:31:59.141571+00:00,2025-10-26T05:34:09.051070+00:00,5,300,1195,229,Spot the concept that explains why a tuple's contents are fixed.,immutability,master,non_coding,976,8,JohnDoe,IMMUTABILITY,True,0,2025-10-26T05:34:09.039135+00:00
234,85bc0cbe-03ed-47a0-957e-cd159e0b14c0,8,JohnDoe,crossword,completed,2025-10-26T05:31:59.141571+00:00,2025-10-26T05:34:09.051070+00:00,5,300,1192,263,Select the keyword for strings that document code functionality.,docstrings,intermediate,non_coding,977,8,JohnDoe,I,False,0,2025-10-26T05:34:09.044867+00:00
235,78ed84f8-15d6-46f6-a28e-eddf6f2476c8,8,JohnDoe,crossword,completed,2025-10-26T05:53:56.949255+00:00,2025-10-26T05:56:05.492454+00:00,8,300,1202,29,Spot the term for the basic mathematical symbols.,operators,intermediate,non_coding,978,8,JohnDoe,E,False,0,2025-10-26T05:56:05.457526+00:00
235,78ed84f8-15d6-46f6-a28e-eddf6f2476c8,8,JohnDoe,crossword,completed,2025-10-26T05:53:56.949255+00:00,2025-10-26T05:56:05.492454+00:00,8,300,1201,30,Identify the concept for writing math in code.,expressions,intermediate,non_coding,979,8,JohnDoe,EXPRESSIONS,True,0,2025-10-26T05:56:05.472267+00:00
235,78ed84f8-15d6-46f6-a28e-eddf6f2476c8,8,JohnDoe,crossword,completed,2025-10-26T05:53:56.949255+00:00,2025-10-26T05:56:05.492454+00:00,8,300,1209,31,Name the operator used for integer division in Python,floor,beginner,non_coding,980,8,JohnDoe,FLOOR,True,0,2025-10-26T05:56:05.475144+00:00
235,78ed84f8-15d6-46f6-a28e-eddf6f2476c8,8,JohnDoe,crossword,completed,2025-10-26T05:53:56.949255+00:00,2025-10-26T05:56:05.492454+00:00,8,300,1203,71,Identify the term for lines of text that do not affect script execution.,comments,beginner,non_coding,981,8,JohnDoe,COMMENTS,True,0,2025-10-26T05:56:05.477744+00:00
235,78ed84f8-15d6-46f6-a28e-eddf6f2476c8,8,JohnDoe,crossword,completed,2025-10-26T05:53:56.949255+00:00,2025-10-26T05:56:05.492454+00:00,8,300,1200,148,Name the data type with only two possible values.,boolean,beginner,non_coding,982,8,JohnDoe,BOOLEAN,True,0,2025-10-26T05:56:05.480455+00:00
235,78ed84f8-15d6-46f6-a28e-eddf6f2476c8,8,JohnDoe,crossword,completed,2025-10-26T05:53:56.949255+00:00,2025-10-26T05:56:05.492454+00:00,8,300,1207,161,Identify the free and open source programming language discussed in the book.,Python,beginner,non_coding,983,8,JohnDoe,PYTHON,True,0,2025-10-26T05:56:05.482906+00:00
235,78ed84f8-15d6-46f6-a28e-eddf6f2476c8,8,JohnDoe,crossword,completed,2025-10-26T05:53:56.949255+00:00,2025-10-26T05:56:05.492454+00:00,8,300,1208,181,Identify the error when a variable is used before definition,NameError,intermediate,non_coding,984,8,JohnDoe,NAMEERROR,True,0,2025-10-26T05:56:05.485289+00:00
235,78ed84f8-15d6-46f6-a28e-eddf6f2476c8,8,JohnDoe,crossword,completed,2025-10-26T05:53:56.949255+00:00,2025-10-26T05:56:05.492454+00:00,8,300,1204,220,Name the Python data structure highlighted for its immutable sequence property.,tuple,advanced,non_coding,985,8,JohnDoe,TUPLE,True,0,2025-10-26T05:56:05.487696+00:00
235,78ed84f8-15d6-46f6-a28e-eddf6f2476c8,8,JohnDoe,crossword,completed,2025-10-26T05:53:56.949255+00:00,2025-10-26T05:56:05.492454+00:00,8,300,1206,222,Name the concept that describes data structures which cannot be altered after creation.,immutability,intermediate,non_coding,986,8,JohnDoe,IMMUTABILITY,True,0,2025-10-26T05:56:05.490171+00:00
235,78ed84f8-15d6-46f6-a28e-eddf6f2476c8,8,JohnDoe,crossword,completed,2025-10-26T05:53:56.949255+00:00,2025-10-26T05:56:05.492454+00:00,8,300,1205,228,Select the keyword describing the fundamental characteristic of a tuple.,immutability,master,non_coding,,,,,,,
